locus_tag	ftype	length_bp	gene	EC_number	COG	product
IJICCACA_02393	CDS	1029			COG0391	Putative gluconeogenesis factor
IJICCACA_02394	CDS	978	whiA			transcriptional regulator WhiA
IJICCACA_02395	CDS	609				membrane protein
IJICCACA_02396	CDS	1320				diacyglycerol O-acyltransferase
IJICCACA_02397	CDS	1263	lipO			esterase LipO
IJICCACA_02398	CDS	1608	fadD12			acyl-CoA synthetase
IJICCACA_02399	CDS	828			COG0204	putative protein
IJICCACA_02400	CDS	1269				hypothetical protein
IJICCACA_02401	CDS	1587	PE16			PE family protein PE16
IJICCACA_02402	CDS	1770				hypothetical protein
IJICCACA_02403	CDS	1422				dehydrogenase
IJICCACA_02404	CDS	816		2.3.2.-	COG1376	putative L,D-transpeptidase 3
IJICCACA_02405	CDS	675				hypothetical protein
IJICCACA_02406	CDS	1020	gap			glyceraldehyde 3-phosphate dehydrogenase
IJICCACA_02407	CDS	1239	pgk			phosphoglycerate kinase
IJICCACA_02408	CDS	786	tpi			triosephosphate isomerase
IJICCACA_02409	CDS	228				hypothetical protein
IJICCACA_02410	CDS	420				hypothetical protein
IJICCACA_02411	CDS	165				hypothetical protein
IJICCACA_02412	CDS	354				hypothetical protein
IJICCACA_02413	CDS	1476	PE_PGRS26			PE-PGRS family protein PE_PGRS26
IJICCACA_02414	CDS	2301	bisC			biotin sulfoxide reductase BisC
IJICCACA_02415	CDS	486				hypothetical protein
IJICCACA_02416	CDS	240				hypothetical protein
IJICCACA_02417	CDS	114				hypothetical protein
IJICCACA_02418	CDS	411				hypothetical protein
IJICCACA_02419	CDS	744	devB			6-phosphogluconolactonase
IJICCACA_02420	CDS	912	opcA			OXPP cycle protein OpcA
IJICCACA_02421	CDS	1545	zwf2			glucose-6-phosphate 1-dehydrogenase
IJICCACA_02422	tRNA	97				tRNA-Arg(ccg)
IJICCACA_02423	CDS	2103	tkt			transketolase
IJICCACA_02424	CDS	759				hypothetical protein
IJICCACA_02425	CDS	999	PPE39			PPE family protein PPE39
IJICCACA_02426	CDS	1269	PPE38_1			PPE family protein PPE38
IJICCACA_02427	CDS	297	esxJ_2			ESAT-6 like protein EsxJ
IJICCACA_02428	CDS	285	esxN_2			ESAT-6 like protein EsxN
IJICCACA_02429	CDS	1176	PPE38_2			PPE family protein PPE38
IJICCACA_02430	CDS	174				hypothetical protein
IJICCACA_02431	CDS	1539	plcA			membrane-associated phospholipase A
IJICCACA_02432	CDS	1566	plcB			membrane-associated phospholipase B
IJICCACA_02433	CDS	1554	plcC			phospholipase C
IJICCACA_02434	CDS	327				hypothetical protein
IJICCACA_02435	CDS	297	esxP_1			ESAT-6 like protein EsxP
IJICCACA_02436	CDS	285	esxO			ESAT-6 like protein EsxO
IJICCACA_02437	CDS	1983				transmembrane protein
IJICCACA_02438	CDS	1296	dgt			deoxyguanosine triphosphate triphosphohydrolase
IJICCACA_02439	CDS	1920	dnaG			DNA primase
IJICCACA_02440	CDS	294				hypothetical protein
IJICCACA_02441	CDS	435	lppQ			lipoprotein LppQ
IJICCACA_02442	tRNA	74				tRNA-Asn(gtt)
IJICCACA_02443	CDS	1242	PE_PGRS39			PE-PGRS family protein PE_PGRS39
IJICCACA_02444	CDS	2889	mmpL9			transmembrane transport protein MmpL9
IJICCACA_02445	CDS	285				hypothetical protein
IJICCACA_02446	CDS	786	moeW			molybdopterin biosynthesis protein MoeW
IJICCACA_02447	CDS	1119				hypothetical protein
IJICCACA_02448	CDS	969				hypothetical protein
IJICCACA_02449	CDS	690	cysE			serine acetyltransferase
IJICCACA_02450	CDS	933	cysK1			O-acetylserine sulfhydrylase
IJICCACA_02451	CDS	1614	stp			multidrug resistance protein
IJICCACA_02452	CDS	1647	mez			malate oxidoreductase
IJICCACA_02453	CDS	129				hypothetical protein
IJICCACA_02454	CDS	387				hypothetical protein
IJICCACA_02455	CDS	528	lppP			lipoprotein LppP
IJICCACA_02456	CDS	1548	narK1			nitrate/nitrite transporter
IJICCACA_02457	CDS	1149	PE23			PE family protein PE23
IJICCACA_02458	CDS	492				hypothetical protein
IJICCACA_02459	CDS	2094				ABC transporter ATP-binding protein
IJICCACA_02460	CDS	849			COG0619	putative protein
IJICCACA_02461	CDS	447				AsnC family transcriptional regulator
IJICCACA_02462	CDS	774		3.5.3.18	COG1834	N(G),N(G)-dimethylarginine dimethylaminohydrolase
IJICCACA_02463	CDS	666	argD_2			acetylornithine aminotransferase
IJICCACA_02464	CDS	546	argD_3			acetylornithine aminotransferase
IJICCACA_02465	CDS	1398	rocE			cationic amino acid transporter permease RocE
IJICCACA_02466	CDS	879				universal stress protein
IJICCACA_02467	CDS	1323	uspC			sugar ABC transporter substrate-binding lipoprotein UspC
IJICCACA_02468	CDS	825	uspB			sugar ABC transporter permease UspB
IJICCACA_02469	CDS	873	uspA			sugar ABC transporter permease UspA
IJICCACA_02470	CDS	1518				hypothetical protein
IJICCACA_02471	CDS	1374				hypothetical protein
IJICCACA_02472	CDS	855			COG2128	putative protein
IJICCACA_02473	CDS	270				hypothetical protein
IJICCACA_02474	CDS	597				hypothetical protein
IJICCACA_02475	CDS	342				excisionase
IJICCACA_02476	CDS	153				hypothetical protein
IJICCACA_02477	CDS	168				hypothetical protein
IJICCACA_02478	CDS	126				hypothetical protein
IJICCACA_02479	CDS	456	xerC_2			Tyrosine recombinase XerC
IJICCACA_02480	tRNA	75				tRNA-Met(cat)
IJICCACA_02481	CDS	93				hypothetical protein
IJICCACA_02482	CDS	333				hypothetical protein
IJICCACA_02483	CDS	717				hypothetical protein
IJICCACA_02484	CDS	216				hypothetical protein
IJICCACA_02485	CDS	159				hypothetical protein
IJICCACA_02486	CDS	822			COG1073	putative protein
IJICCACA_02487	CDS	426				hypothetical protein
IJICCACA_02488	CDS	264				hypothetical protein
IJICCACA_02489	CDS	1290			COG4908	putative protein
IJICCACA_02490	CDS	210				hypothetical protein
IJICCACA_02491	CDS	924				antibiotic-resistance protein
IJICCACA_02492	CDS	243				putative protein
IJICCACA_02493	CDS	660	cut2			cutinase
IJICCACA_02494	CDS	819				metallo-hydrolase
IJICCACA_02495	CDS	1944	htpG			chaperone protein HtpG
IJICCACA_02496	CDS	1068				oxidoreductase
IJICCACA_02497	CDS	453				putative protein
IJICCACA_02498	CDS	903				haloalkane dehalogenase
IJICCACA_02499	CDS	639				hypothetical protein
IJICCACA_02500	CDS	1164				cystathionine beta-lyase
IJICCACA_02501	CDS	741				hypothetical protein
IJICCACA_02502	CDS	225				hypothetical protein
IJICCACA_02503	CDS	855	sseB			thiosulfate sulfurtransferase SseB
IJICCACA_02504	CDS	234	lppO			lipoprotein LppO
IJICCACA_02505	CDS	849	cdh			CDP-diacylglycerol pyrophosphatase
IJICCACA_02506	CDS	1593	yjcE			Na(+)/H(+) transporter
IJICCACA_02507	CDS	693				putative protein
IJICCACA_02508	CDS	1338				diacylglycerol acyltransferase
IJICCACA_02509	CDS	1236	lipM			esterase LipM
IJICCACA_02510	CDS	222				hypothetical protein
IJICCACA_02511	CDS	804				LysR family HTH-type transcriptional regulator
IJICCACA_02512	CDS	1659	pitB			phosphate permease
IJICCACA_02513	CDS	1380				oxidoreductase
IJICCACA_02514	CDS	1029	PE_PGRS58			PE-PGRS family protein PE_PGRS58
IJICCACA_02515	CDS	888	mutY			A/G-specific adenine glycosylase
IJICCACA_02516	CDS	624	canB			carbonic anhydrase
IJICCACA_02517	CDS	819				membrane protein
IJICCACA_02518	CDS	1077				DNA integrity scanning protein DisA
IJICCACA_02519	CDS	1332	radA			DNA repair protein RadA
IJICCACA_02520	CDS	549	lpqE			lipoprotein LpqE
IJICCACA_02521	CDS	489				RNA polymerase-binding transcription factor CarD
IJICCACA_02522	CDS	696	ispD			2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
IJICCACA_02523	CDS	480	ispF			2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
IJICCACA_02524	CDS	1410	cysS1			cysteine--tRNA ligase
IJICCACA_02525	CDS	969				23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB
IJICCACA_02526	CDS	1209	arsB2			arsenic transport integral membrane protein ArsB
IJICCACA_02527	CDS	921				hypothetical protein
IJICCACA_02528	CDS	714	lppH			lipoprotein LppH
IJICCACA_02529	CDS	1023				LacI family transcriptional regulator
IJICCACA_02530	CDS	663	kstR			HTH-type transcriptional regulator KstR
IJICCACA_02531	CDS	2136	fadE34			acyl-CoA dehydrogenase FadE34
IJICCACA_02532	CDS	531				hypothetical protein
IJICCACA_02533	CDS	1077	kshB			3-ketosteroid-9-alpha-hydroxylase reductase subunit
IJICCACA_02534	CDS	1185	hsaA_2			flavin-dependent monooxygenase oxygenase subunit HsaA
IJICCACA_02535	CDS	876	hsaD			4,5-9,10-diseco-3-hydroxy-5,9, 17-trioxoandrosta-1(10),2-diene-4-oate hydrolase
IJICCACA_02536	CDS	903	hsaC			extradiol dioxygenase
IJICCACA_02537	CDS	564	hsaB			flavin-dependent monooxygenase reductase subunit HsaB
IJICCACA_02538	CDS	852	nat			arylamine N-acetyltransferase
IJICCACA_02539	CDS	1167	aspB			aspartate aminotransferase AspB
IJICCACA_02540	CDS	957	fadE33			acyl-CoA dehydrogenase FadE33
IJICCACA_02541	CDS	954	fadE32			acyl-CoA dehydrogenase FadE32
IJICCACA_02542	CDS	1134	fadE31			acyl-CoA dehydrogenase FadE31
IJICCACA_02543	CDS	1524	fadD3			fatty-acid--CoA ligase FadD3
IJICCACA_02544	CDS	1158	fadE30			acyl-CoA dehydrogenase FadE30
IJICCACA_02545	CDS	789				oxidoreductase
IJICCACA_02546	CDS	1659	PPE64			PPE family protein PPE64
IJICCACA_02547	CDS	603				HTH-type transcriptional regulator KstR2
IJICCACA_02548	CDS	1161	fadA6			acetyl-CoA acetyltransferase FadA
IJICCACA_02549	CDS	870				hypothetical protein
IJICCACA_02550	CDS	2019	fdxB			electron transfer protein FdxB
IJICCACA_02551	CDS	1068				oxidoreductase
IJICCACA_02552	CDS	753				CoA-transferase subunit beta
IJICCACA_02553	CDS	879				CoA-transferase subunit alpha
IJICCACA_02554	CDS	744	echA20			enoyl-CoA hydratase EchA20
IJICCACA_02555	CDS	780				short-chain type dehydrogenase/reductase
IJICCACA_02556	CDS	915				short-chain type dehydrogenase/reductase
IJICCACA_02557	CDS	456	ddn_2			deazaflavin-dependent nitroreductase
IJICCACA_02558	CDS	1176	fadA5			acetyl-CoA acetyltransferase FadA
IJICCACA_02559	CDS	1254	cyp125			steroid C26-monooxygenase
IJICCACA_02560	tRNA	93				tRNA-Gly(gcc)
IJICCACA_02561	CDS	1164	fadE29			acyl-CoA dehydrogenase FadE29
IJICCACA_02562	CDS	936				hypothetical protein
IJICCACA_02563	CDS	390				hypothetical protein
IJICCACA_02564	CDS	1161	ltp2			lipid transfer protein
IJICCACA_02565	CDS	1440	PPE63			PPE family protein PPE63
IJICCACA_02566	CDS	861				dehydrogenase
IJICCACA_02567	CDS	1692	kstD			3-oxosteroid 1-dehydrogenase
IJICCACA_02568	CDS	786	hsaE			hydratase
IJICCACA_02569	CDS	912	hsaG			acetaldehyde dehydrogenase
IJICCACA_02570	CDS	1041	hsaF			4-hydroxy-2-oxovalerate aldolase
IJICCACA_02571	CDS	1749	PPE62			PPE family protein PPE62
IJICCACA_02572	CDS	1221	PPE61			PPE family protein PPE61
IJICCACA_02573	CDS	1128				hypothetical protein
IJICCACA_02574	CDS	783				oxidoreductase
IJICCACA_02575	CDS	1155				hypothetical protein
IJICCACA_02576	CDS	198				hypothetical protein
IJICCACA_02577	CDS	711				hypothetical protein
IJICCACA_02578	CDS	450				hypothetical protein
IJICCACA_02579	CDS	1161	kshA			3-ketosteroid-9-alpha-monooxygenase oxygenase subunit
IJICCACA_02580	CDS	525				siderophore-binding protein
IJICCACA_02581	CDS	927				membrane protein
IJICCACA_02582	CDS	1185	ltp3			lipid carrier protein
IJICCACA_02583	CDS	1065	ltp4			lipid transfer protein
IJICCACA_02584	CDS	1005				hypothetical protein
IJICCACA_02585	CDS	1032				coenzyme F420-dependent oxidoreductase
IJICCACA_02586	CDS	711				hypothetical protein
IJICCACA_02587	CDS	1197	cyp142			cytochrome P450 monooxygenase Cyp142
IJICCACA_02588	CDS	840				hypothetical protein
IJICCACA_02589	CDS	801	echA19			enoyl-CoA hydratase EchA19
IJICCACA_02590	CDS	831				hypothetical protein
IJICCACA_02591	CDS	609	rmlC			dTDP-4-dehydrorhamnose 3,5-epimerase
IJICCACA_02592	CDS	996	rmlB			dTDP-glucose 4,6-dehydratase
IJICCACA_02593	CDS	858				hypothetical protein
IJICCACA_02594	CDS	222	infA			translation initiation factor IF-1
IJICCACA_02595	CDS	375	rpsM			30S ribosomal protein S13
IJICCACA_02596	CDS	420	rpsK			30S ribosomal protein S11
IJICCACA_02597	CDS	606	rpsD			30S ribosomal protein S4
IJICCACA_02598	CDS	1044	rpoA			DNA-directed RNA polymerase subunit alpha
IJICCACA_02599	CDS	543	rplQ			50S ribosomal protein L17
IJICCACA_02600	CDS	894	truA			tRNA pseudouridine synthase A
IJICCACA_02601	CDS	1332				hypothetical protein
IJICCACA_02602	CDS	333				hypothetical protein
IJICCACA_02603	CDS	681	cut4			cutinase
IJICCACA_02604	CDS	789	cut3			cutinase
IJICCACA_02605	CDS	1413	eccB4			ESX-4 secretion system protein EccB4
IJICCACA_02606	CDS	1374	mycP4			membrane-anchored mycosin
IJICCACA_02607	CDS	1404	eccD4			ESX-4 secretion system protein EccD4
IJICCACA_02608	CDS	3711	eccC4			ESX-4 secretion system protein EccC4
IJICCACA_02609	CDS	1215				hypothetical protein
IJICCACA_02610	CDS	432				hypothetical protein
IJICCACA_02611	CDS	303	esxT			ESAT-6 like protein EsxT
IJICCACA_02612	CDS	534	rplM			50S ribosomal protein L13
IJICCACA_02613	CDS	456	rpsI			30S ribosomal protein S9
IJICCACA_02614	CDS	1347	mrsA			phosphoglucosamine mutase
IJICCACA_02615	CDS	312				hypothetical protein
IJICCACA_02616	CDS	1431				hypothetical protein
IJICCACA_02617	CDS	843				hypothetical protein
IJICCACA_02618	CDS	477				transmembrane protein
IJICCACA_02619	CDS	1875	glmS			glucosamine--fructose-6-phosphate aminotransferase
IJICCACA_02620	CDS	939				transmembrane protein
IJICCACA_02621	CDS	699				transmembrane protein
IJICCACA_02622	CDS	1422				bifunctional ADP-dependent (S)-NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase
IJICCACA_02623	CDS	1383	gadB			glutamate decarboxylase GadB
IJICCACA_02624	misc_RNA	137				group-II-D1D4-4
IJICCACA_02625	CDS	846				transposase
IJICCACA_02626	CDS	105				hypothetical protein
IJICCACA_02627	CDS	165				hypothetical protein
IJICCACA_02628	CDS	1164				transposase
IJICCACA_02629	CDS	537	PPE59			PPE family protein PPE59
IJICCACA_02630	CDS	198				hypothetical protein
IJICCACA_02631	CDS	1233				transposase
IJICCACA_02632	CDS	756				transposase
IJICCACA_02633	CDS	135				hypothetical protein
IJICCACA_02634	CDS	699	PPE58			PPE family protein PPE58
IJICCACA_02635	CDS	105				hypothetical protein
IJICCACA_02636	CDS	531	PPE57			PPE family protein PPE57
IJICCACA_02637	CDS	1227	alr			alanine racemase
IJICCACA_02638	CDS	507				tRNA threonylcarbamoyladenosine biosynthesis protein
IJICCACA_02639	CDS	636			COG1214	putative protein
IJICCACA_02640	CDS	477	rimI			ribosomal-protein-alanine acetyltransferase RimI
IJICCACA_02641	CDS	1035	gcp			O-sialoglycoprotein endopeptidase
IJICCACA_02642	CDS	303	groES			chaperonin GroES
IJICCACA_02643	CDS	1620	groEL1			chaperonin GroEL
IJICCACA_02644	CDS	309	whiB3			redox-responsive transcriptional regulator WhiB3
IJICCACA_02645	CDS	792				hypothetical protein
IJICCACA_02646	CDS	576	sigD			ECF RNA polymerase sigma factor SigD
IJICCACA_02647	CDS	900				anti-sigma-D factor RsdA
IJICCACA_02648	CDS	411				putative protein
IJICCACA_02649	CDS	1590	guaB2			inosine-5'-monophosphate dehydrogenase
IJICCACA_02650	CDS	1128	guaB3			oxidoreductase
IJICCACA_02651	CDS	1737	choD			cholesterol oxidase
IJICCACA_02652	CDS	402	vapC47			ribonuclease VapC47
IJICCACA_02653	CDS	177	vapB47			antitoxin VapB47
IJICCACA_02654	CDS	888				dioxygenase
IJICCACA_02655	CDS	567				HTH-type transcriptional regulator
IJICCACA_02656	CDS	705		2.1.2.-	COG0223	dTDP-4-amino-4,6-dideoxyglucose formyltransferase
IJICCACA_02657	CDS	1602				hypothetical protein
IJICCACA_02658	CDS	1239			COG0399	Protein
IJICCACA_02659	CDS	213				hypothetical protein
IJICCACA_02660	CDS	2361				glycosyl hydrolase
IJICCACA_02661	CDS	789				hydrolase
IJICCACA_02662	CDS	921				S-adenosylmethionine-dependent methyltransferase
IJICCACA_02663	CDS	1080	idsA1			multifunctional dimethylallyltransferase/geranyltranstransferase/farnesylt ranstransferase
IJICCACA_02664	CDS	909	phyA			phytoene synthase
IJICCACA_02665	CDS	1530	guaA			GMP synthase
IJICCACA_02666	CDS	711				membrane protein
IJICCACA_02667	CDS	543				putative protein
IJICCACA_02668	CDS	1581	dinB	2.7.7.7		DNA polymerase IV
IJICCACA_02669	CDS	927	iunH			nucleoside hydrolase
IJICCACA_02670	CDS	864	cmaA1			cyclopropane mycolic acid synthase CmaA
IJICCACA_02671	CDS	1953	acrA1			acyl-CoA-reductase AcrA
IJICCACA_02672	CDS	711	lpqD			lipoprotein LpqD
IJICCACA_02673	CDS	873	htdY			3-hydroxyacyl-thioester dehydratase HtdY
IJICCACA_02674	CDS	591	PE_PGRS52			PE-PGRS family protein PE_PGRS52
IJICCACA_02675	CDS	111				hypothetical protein
IJICCACA_02676	CDS	450	ephG			epoxide hydrolase
IJICCACA_02677	CDS	1167				transferase
IJICCACA_02678	CDS	207				hypothetical protein
IJICCACA_02679	CDS	2373	recA			recombinase A
IJICCACA_02680	CDS	537	recX			regulatory protein RecX
IJICCACA_02681	CDS	993				hypothetical protein
IJICCACA_02682	CDS	855				hypothetical protein
IJICCACA_02683	CDS	1539				(dimethylallyl)adenosine tRNA methylthiotransferase
IJICCACA_02684	CDS	615				transmembrane protein
IJICCACA_02685	CDS	1353				putative protein
IJICCACA_02686	CDS	906				integral membrane protein
IJICCACA_02687	CDS	696				hypothetical protein
IJICCACA_02688	CDS	945	miaA			tRNA delta(2)-isopentenylpyrophosphate transferase
IJICCACA_02689	CDS	870	dapF			diaminopimelate epimerase
IJICCACA_02690	CDS	1488	hflX			GTP-binding protein HflX
IJICCACA_02691	CDS	1161	fadE20_2			acyl-CoA dehydrogenase FadE20
IJICCACA_02692	CDS	1194				integral membrane protein
IJICCACA_02693	CDS	2100				hypothetical protein
IJICCACA_02694	CDS	711	lexA			repressor LexA
IJICCACA_02695	CDS	498				membrane protein
IJICCACA_02696	CDS	465	nrdR			transcriptional regulator NrdR
IJICCACA_02697	CDS	519				hypothetical protein
IJICCACA_02698	CDS	687			COG0384	putative protein
IJICCACA_02699	CDS	1026				hydrolase
IJICCACA_02700	CDS	975				hypothetical protein
IJICCACA_02701	CDS	1416	sthA			pyridine nucleotide transhydrogenase
IJICCACA_02702	CDS	1083				hypothetical protein
IJICCACA_02703	CDS	693	ideR			iron-dependent repressor and activator IdeR
IJICCACA_02704	CDS	972	sigB			RNA polymerase sigma factor SigB
IJICCACA_02705	CDS	447				transmembrane protein
IJICCACA_02706	CDS	249				hypothetical protein
IJICCACA_02707	CDS	975				hypothetical protein
IJICCACA_02708	CDS	189				hypothetical protein
IJICCACA_02709	CDS	384				hypothetical protein
IJICCACA_02710	CDS	429	rutC	1.-.-.-		Putative aminoacrylate peracid reductase RutC
IJICCACA_02711	CDS	1587	sigA			RNA polymerase sigma factor SigA
IJICCACA_02712	CDS	798	ppgK			polyphosphate glucokinase
IJICCACA_02713	CDS	834	suhB			inositol-1-monophosphatase SuhB
IJICCACA_02714	CDS	414				hypothetical protein
IJICCACA_02715	CDS	303				hypothetical protein
IJICCACA_02716	CDS	432				transmembrane protein
IJICCACA_02717	CDS	465	dut			deoxyuridine 5'-triphosphate nucleotidohydrolase
IJICCACA_02718	CDS	780				hypothetical protein
IJICCACA_02719	CDS	708				hypothetical protein
IJICCACA_02720	CDS	369				hypothetical protein
IJICCACA_02721	CDS	672				integral membrane protein
IJICCACA_02722	CDS	663	ceoC			TRK system potassium uptake protein CeoC
IJICCACA_02723	CDS	684	ceoB			TRK system potassium uptake protein CeoB
IJICCACA_02724	CDS	2091				integral membrane protein
IJICCACA_02725	CDS	1218	rlmCD	2.1.1.189	COG2265	23S rRNA (uracil-C(5))-methyltransferase RlmCD
IJICCACA_02726	CDS	906				antibiotic ABC transporter ATP-binding protein
IJICCACA_02727	CDS	714				antibiotic ABC transporter permease
IJICCACA_02728	CDS	759				antibiotic ABC transporter permease
IJICCACA_02729	CDS	1287	arsB1			arsenic-transport integral membrane protein ArsB
IJICCACA_02730	CDS	1290	arsA			arsenic-transport integral membrane protein ArsA
IJICCACA_02731	CDS	498				hypothetical protein
IJICCACA_02732	CDS	1917	dxs1			1-deoxy-D-xylulose 5-phosphate synthase
IJICCACA_02733	CDS	1317	rnd	3.1.13.5		Ribonuclease D
IJICCACA_02734	CDS	684				hypothetical protein
IJICCACA_02735	CDS	831	echA15			enoyl-CoA hydratase EchA15
IJICCACA_02736	CDS	1119	hemE			uroporphyrinogen decarboxylase
IJICCACA_02737	CDS	1359	hemY			protoporphyrinogen oxidase
IJICCACA_02738	CDS	696			COG3253	putative protein
IJICCACA_02739	CDS	753				hypothetical protein
IJICCACA_02740	CDS	411	msrB			peptide methionine sulfoxide reductase MsrB
IJICCACA_02741	CDS	1302	aftC			alpha-(1->3)-arabinofuranosyltransferase
IJICCACA_02742	CDS	1557				protease
IJICCACA_02743	CDS	777	ribD			bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase
IJICCACA_02744	CDS	1074	zapE			Cell division protein ZapE
IJICCACA_02745	CDS	471				GCN5-like N-acetyltransferase
IJICCACA_02746	CDS	522				hypothetical protein
IJICCACA_02747	CDS	759	clpC2			ATP-dependent protease ATP-binding subunit ClpC
IJICCACA_02748	CDS	444	moaE1			molybdopterin synthase catalytic subunit 1
IJICCACA_02749	CDS	603				methyltransferase
IJICCACA_02750	CDS	1203	cyp141			cytochrome P450 Cyp141
IJICCACA_02751	CDS	471				hypothetical protein
