# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_missense_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
fadE20	Rv2724c	Rv2724c	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
fadE22	Rv3061c	Rv3061c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
fadE25	Rv3274c	Rv3274c	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
fadE26	Rv3504	Rv3504	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
fadE27	Rv3505	Rv3505	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
fadE28	Rv3544c	Rv3544c	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
fadE29	Rv3543c	Rv3543c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
fadE30	Rv3560c	Rv3560c	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
fadE31	Rv3562	Rv3562	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	2
fadE32	Rv3563	Rv3563	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	2
fadE33	Rv3564	Rv3564	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
fadE35	Rv3797	Rv3797	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
fadE4	Rv0231	Rv0231	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
fadE5	Rv0244c	Rv0244c	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
fadE8	Rv0672	Rv0672	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
fadE9	Rv0752c	Rv0752c	protein_coding	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0
far	Rv0855	Rv0855	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
fba	Rv0363c	Rv0363c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
fbiA	Rv3261	Rv3261	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
fbiB	Rv3262	Rv3262	protein_coding	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0
fbiC	Rv1173	Rv1173	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
fbpB	Rv1886c	Rv1886c	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
fbpC	Rv0129c	Rv0129c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
fdxA	Rv2007c	Rv2007c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
fdxB	Rv3554	Rv3554	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
fdxC	Rv1177	Rv1177	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
fdxD	Rv3503c	Rv3503c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
fgd1	Rv0407	Rv0407	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
fgd2	Rv0132c	Rv0132c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
fhaA	Rv0020c	Rv0020c	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
fhaB	Rv0019c	Rv0019c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
fic	Rv3641c	Rv3641c	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
folB	Rv3607c	Rv3607c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
folC	Rv2447c	Rv2447c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
folD	Rv3356c	Rv3356c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
folE	Rv3609c	Rv3609c	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
folK	Rv3606c	Rv3606c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
folP1	Rv3608c	Rv3608c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
fprB	Rv0886	Rv0886	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
frdA	Rv1552	Rv1552	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
frdB	Rv1553	Rv1553	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
frdC	Rv1554	Rv1554	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
frdD	Rv1555	Rv1555	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ftsE	Rv3102c	Rv3102c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ftsH	Rv3610c	Rv3610c	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
ftsK	Rv2748c	Rv2748c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ftsQ	Rv2151c	Rv2151c	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
ftsW	Rv2154c	Rv2154c	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
ftsX	Rv3101c	Rv3101c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ftsY	Rv2921c	Rv2921c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ftsZ	Rv2150c	Rv2150c	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
fucA	Rv0727c	Rv0727c	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
furA	Rv1909c	Rv1909c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
fusA1	Rv0684	Rv0684	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
gabD1	Rv0234c	Rv0234c	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
galE2	Rv0501	Rv0501	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
galE3	Rv0536	Rv0536	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
galK	Rv0620	Rv0620	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
galTa	Rv0618	Rv0618	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	2
galTb	Rv0619	Rv0619	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
gap	Rv1436	Rv1436	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
garA	Rv1827	Rv1827	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
gatA	Rv3011c	Rv3011c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
gatB	Rv3009c	Rv3009c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
gatC	Rv3012c	Rv3012c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
gca	Rv0112	Rv0112	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
gcvB	Rv1832	Rv1832	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
gcvH	Rv1826	Rv1826	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
gcvT	Rv2211c	Rv2211c	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1
ggtB	Rv2394	Rv2394	protein_coding	0	1	0	3	0	0	0	2	0	0	0	0	0	1	1
glbN	Rv1542c	Rv1542c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
glbO	Rv2470	Rv2470	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
glf	Rv3809c	Rv3809c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
glfT1	Rv3782	Rv3782	protein_coding	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0
glfT2	Rv3808c	Rv3808c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
glnA1	Rv2220	Rv2220	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
glnA2	Rv2222c	Rv2222c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
glnB	Rv2919c	Rv2919c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
glnD	Rv2918c	Rv2918c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
glnE	Rv2221c	Rv2221c	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
glnH	Rv0411c	Rv0411c	protein_coding	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0
glnQ	Rv2564	Rv2564	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
glpD1	Rv2249c	Rv2249c	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
glpD2	Rv3302c	Rv3302c	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
glpK	Rv3696c	Rv3696c	protein_coding	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0
glpQ2	Rv0317c	Rv0317c	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
gltA2	Rv0896	Rv0896	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
gltS	Rv2992c	Rv2992c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
gmhA	Rv0113	Rv0113	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
gnd1	Rv1844c	Rv1844c	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
gnd2	Rv1122	Rv1122	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
gpgP	Rv2419c	Rv2419c	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
gpm1	Rv0489	Rv0489	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
gpm2	Rv3214	Rv3214	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	2
greA	Rv1080c	Rv1080c	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
groEL2	Rv0440	Rv0440	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
grpE	Rv0351	Rv0351	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
guaB1	Rv1843c	Rv1843c	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
guaB2	Rv3411c	Rv3411c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
guaB3	Rv3410c	Rv3410c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
gyrA	Rv0006	Rv0006	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
hemA	Rv0509	Rv0509	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
hemB	Rv0512	Rv0512	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
hemC	Rv0510	Rv0510	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
hemD	Rv0511	Rv0511	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
hemL	Rv0524	Rv0524	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
hemN	Rv2388c	Rv2388c	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
hflX	Rv2725c	Rv2725c	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
hisE	Rv2122c	Rv2122c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
hisG	Rv2121c	Rv2121c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
hisS	Rv2580c	Rv2580c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
hpt	Rv3624c	Rv3624c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
hpx	Rv3171c	Rv3171c	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
hrp1	Rv2626c	Rv2626c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
hsaA	Rv3570c	Rv3570c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
hsaB	Rv3567c	Rv3567c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
hsaC	Rv3568c	Rv3568c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
hsaD	Rv3569c	Rv3569c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
hsaE	Rv3536c	Rv3536c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
hsaF	Rv3534c	Rv3534c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
hsaG	Rv3535c	Rv3535c	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
hsp	Rv0251c	Rv0251c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
hspR	Rv0353	Rv0353	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
hspX	Rv2031c	Rv2031c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
htdX	Rv0241c	Rv0241c	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
htdZ	Rv0130	Rv0130	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
htpG	Rv2299c	Rv2299c	protein_coding	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1
htrA	Rv1223	Rv1223	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
icd2	Rv0066c	Rv0066c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
idi	Rv1745c	Rv1745c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ileS	Rv1536	Rv1536	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
ilvA	Rv1559	Rv1559	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ilvC	Rv3001c	Rv3001c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ilvD	Rv0189c	Rv0189c	protein_coding	0	0	1	2	0	0	0	0	0	1	0	0	0	0	2
ilvE	Rv2210c	Rv2210c	protein_coding	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0
ilvG	Rv1820	Rv1820	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
ilvN	Rv3002c	Rv3002c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ilvX	Rv3509c	Rv3509c	protein_coding	0	1	0	6	0	0	0	5	0	0	0	0	0	1	1
infA	Rv3462c	Rv3462c	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
infC	Rv1641	Rv1641	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
iniA	Rv0342	Rv0342	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	2
iniB	Rv0341	Rv0341	protein_coding	0	0	1	2	0	0	0	1	0	1	0	0	0	0	1
iniC	Rv0343	Rv0343	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
ino1	Rv0046c	Rv0046c	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
irtA	Rv1348	Rv1348	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
irtB	Rv1349	Rv1349	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
iscS	Rv3025c	Rv3025c	protein_coding	0	0	0	14	0	0	0	14	0	0	0	0	0	0	0
ispE	Rv1011	Rv1011	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
kasA	Rv2245	Rv2245	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
kasB	Rv2246	Rv2246	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
katG	Rv1908c	Rv1908c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
kdpA	Rv1029	Rv1029	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
kdpB	Rv1030	Rv1030	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
kdpC	Rv1031	Rv1031	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
kdpE	Rv1027c	Rv1027c	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
kdpF	Rv1028A	Rv1028A	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
kdtB	Rv2965c	Rv2965c	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
kgtP	Rv3476c	Rv3476c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ksgA	Rv1010	Rv1010	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
kshB	Rv3571	Rv3571	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
kstD	Rv3537	Rv3537	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ldtB	Rv2518c	Rv2518c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
leuB	Rv2995c	Rv2995c	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
lexA	Rv2720	Rv2720	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
lhr	Rv3296	Rv3296	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
ligA	Rv3014c	Rv3014c	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
ligB	Rv3062	Rv3062	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ligC	Rv3731	Rv3731	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ligD	Rv0938	Rv0938	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
lipA	Rv2218	Rv2218	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
lipB	Rv2217	Rv2217	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
lipL	Rv1497	Rv1497	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
lipN	Rv2970c	Rv2970c	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
lipO	Rv1426c	Rv1426c	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1
lipP	Rv2463	Rv2463	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
lipU	Rv1076	Rv1076	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
lipV	Rv3203	Rv3203	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
lipX	Rv1169c	Rv1169c	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
lipY	Rv3097c	Rv3097c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
lipZ	Rv1834	Rv1834	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
lpdA	Rv3303c	Rv3303c	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
lpdC	Rv0462	Rv0462	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
lppC	Rv1911c	Rv1911c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
lppE	Rv1881c	Rv1881c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
lppJ	Rv2080	Rv2080	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
lppK	Rv2116	Rv2116	protein_coding	0	0	0	4	0	0	0	1	0	0	0	0	0	0	3
lppL	Rv2138	Rv2138	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
lppQ	Rv2341	Rv2341	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
lppX	Rv2945c	Rv2945c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
lppY	Rv2999	Rv2999	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
lpqA	Rv3016	Rv3016	protein_coding	0	0	0	15	0	0	0	14	0	0	0	0	0	0	1
lpqB	Rv3244c	Rv3244c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
lpqC	Rv3298c	Rv3298c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
lpqF	Rv3593	Rv3593	protein_coding	0	0	0	11	0	0	0	1	0	0	0	0	0	0	10
lpqG	Rv3623	Rv3623	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
lpqI	Rv0237	Rv0237	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
lpqJ	Rv0344c	Rv0344c	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
lpqK	Rv0399c	Rv0399c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
lpqL	Rv0418	Rv0418	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
lpqM	Rv0419	Rv0419	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
lpqP	Rv0671	Rv0671	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
lpqQ	Rv0835	Rv0835	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
lpqS	Rv0847	Rv0847	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
lpqT	Rv1016c	Rv1016c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
lpqU	Rv1022	Rv1022	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
lpqW	Rv1166	Rv1166	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
lpqX	Rv1228	Rv1228	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
lprA	Rv1270c	Rv1270c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
lprG	Rv1411c	Rv1411c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
lprH	Rv1418	Rv1418	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
lprI	Rv1541c	Rv1541c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
lprK	Rv0173	Rv0173	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
lprL	Rv0593	Rv0593	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
lprM	Rv1970	Rv1970	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
lprO	Rv0179c	Rv0179c	protein_coding	0	1	0	3	0	0	0	0	0	0	0	0	0	1	3
lprQ	Rv0483	Rv0483	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
lspA	Rv1539	Rv1539	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
lsr2	Rv3597c	Rv3597c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ltp2	Rv3540c	Rv3540c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
lysS	Rv3598c	Rv3598c	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
lysX	Rv1640c	Rv1640c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
lytB2	Rv1110	Rv1110	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
malQ	Rv1781c	Rv1781c	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
manB	Rv3264c	Rv3264c	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
mazE1	Rv0456B	Rv0456B	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
mazE4	Rv1494	Rv1494	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
mazE5	Rv1943c	Rv1943c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
mazE7	Rv2063	Rv2063	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
mazE9	Rv2801A	Rv2801A	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
mazF1	Rv0456A	Rv0456A	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
mazF4	Rv1495	Rv1495	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
mazF5	Rv1942c	Rv1942c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
mazF7	Rv2063A	Rv2063A	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
mazF9	Rv2801c	Rv2801c	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
mbtA	Rv2384	Rv2384	protein_coding	0	0	0	5	0	0	0	1	0	0	0	0	0	0	4
mbtB	Rv2383c	Rv2383c	protein_coding	0	1	3	2	0	0	0	1	0	3	0	0	0	1	1
mbtC	Rv2382c	Rv2382c	protein_coding	0	0	1	4	0	0	0	0	0	1	0	0	0	0	4
mbtD	Rv2381c	Rv2381c	protein_coding	0	0	0	6	0	0	0	1	0	0	0	0	0	0	5
mbtE	Rv2380c	Rv2380c	protein_coding	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1
mbtF	Rv2379c	Rv2379c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
mbtI	Rv2386c	Rv2386c	protein_coding	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1
mbtJ	Rv2385	Rv2385	protein_coding	0	0	0	5	0	0	0	1	0	0	0	0	0	0	4
mca	Rv1082	Rv1082	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
mce1A	Rv0169	Rv0169	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
mce1B	Rv0170	Rv0170	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
mce1C	Rv0171	Rv0171	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
mce1D	Rv0172	Rv0172	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
mce1F	Rv0174	Rv0174	protein_coding	0	0	0	5	0	0	0	4	0	0	0	0	0	0	1
mce2B	Rv0590	Rv0590	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
mce2C	Rv0591	Rv0591	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
mce2D	Rv0592	Rv0592	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
mce2F	Rv0594	Rv0594	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
mce3A	Rv1966	Rv1966	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
mce3B	Rv1967	Rv1967	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
mce3C	Rv1968	Rv1968	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
mce3D	Rv1969	Rv1969	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
